Label,Message
0,But you were together so you should be thinkin about him
0,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
0,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
0,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
0,This pay is  &lt;DECIMAL&gt;  lakhs:)
0,Probably earlier than that if the station's where I think it is
0,Mine here like all fr china then so noisy.
0,I will be gentle princess! We will make sweet gentle love...
0,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
0,"Now, whats your house # again ? And do you have any beer there ?"
0,"It's fine, imma get a drink or somethin. Want me to come find you?"
0,Also remember the beads don't come off. Ever.
0,Yeah but which is worse for i
1,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
0,I'm working technical support :)voice process.
0,"sorry brah, just finished the last of my exams, what up"
0,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
0,Remember on that day..
0,I love to give massages. I use lots of baby oil... What is your fave position?
0,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
0,Good night. Am going to sleep.
0,"Babe, I need your advice"
0,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
0,"Found it, ENC  &lt;#&gt; , where you at?"
0,Sorry for the delay. Yes masters
0,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? 
0,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
1,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
0,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
0,To day class is there are no class.
0,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
0,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
0,Are you available for soiree on June 3rd?
0,What you did in  leave.
0,"Text me when you get off, don't call, my phones having problems"
0,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
0,I just saw ron burgundy captaining a party boat so yeah
0,U guys never invite me anywhere :(
0,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
1,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
0,No da. I am happy that we sit together na
0,Me too baby! I promise to treat you well! I bet you will take good care of me...
0,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
0,There are many company. Tell me the language.
1,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
0,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
0,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.
0,All sounds good. Fingers . Makes it difficult to type
1,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
0,will you like to be spoiled? :)
0,… and don‘t worry we‘ll have finished by march … ish!
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
0,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
0,Did you stitch his trouser
0,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
0,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
0,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
0,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
0,Hey i've booked the 2 lessons on sun liao...
0,I just cooked a rather nice salmon a la you
0,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
0,Please don't text me anymore. I have nothing else to say.
0,K I'll be sure to get up before noon and see what's what
1,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
0,Ok... But bag again..
0,"I've got  &lt;#&gt; , any way I could pick up?"
0,I just really need shit before tomorrow and I know you won't be awake before like 6
0,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
0,K:)all the best:)congrats...
0,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
0,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
1,You have 1 new message. Please call 08718738034.
0,"Sorry, I'll call later"
0,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
0,Once free call me sir. I am waiting for you.
1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
0,Are you this much buzy
0,By monday next week. Give me the full gist
0,Yup but not studying surfing lor. I'm in e lazy mode today.
0,G wants to know where the fuck you are
0,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
0,I'm in inside office..still filling forms.don know when they leave me.
0,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday."
1,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
0,"I'll text carlos and let you know, hang on"
0,You know there is. I shall speak to you in  &lt;#&gt;  minutes then
0,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
0,Ok u can take me shopping when u get paid =D
0,Ryder unsold.now gibbs.
0,Also maaaan are you missing out
0,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8"
0,K actually can you guys meet me at the sunoco on howard? It should be right on the way
0,Ü log off 4 wat. It's sdryb8i
0,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
0,Then why you not responding
0,Watching telugu movie..wat abt u?
0,Ok lor thanx... Ü in school?
0,"If we hit it off, you can move in with me :)"
0,I will come tomorrow di
0,Well obviously not because all the people in my cool college life went home ;_;
0,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
0,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
0,Did u got that persons story
0,"Probably not, still going over some stuff here"
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
0,"Nothing really, just making sure everybody's up to speed"
0,Where in abj are you serving. Are you staying with dad or alone.
0,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
0,You said to me before i went back to bed that you can't sleep for anything.
0,May b approve panalam...but it should have more posts..
0,Po de :-):):-):-):-). No need job aha.
0,Yep get with the program. You're slacking.
0,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
0,"Aight that'll work, thanks"
0,Wait 2 min..stand at bus stop
0,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
0,S s..first time..dhoni rocks...
0,"Yes but i dont care! I need you bad, princess!"
0,I want  &lt;#&gt;  rs da:)do you have it?
0,Prabha..i'm soryda..realy..frm heart i'm sory
0,I told your number to gautham..
0,Spoons it is then okay?
0,So when do you wanna gym?
0,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
0,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
0,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
0,I wanna watch that movie
0,"Nah, I'm a perpetual DD"
0,Ü v ma fan...
0,Haha okay... Today weekend leh... 
0,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
0,Hey... Why dont we just go watch x men and have lunch... Haha 
0,How much for an eighth?
1,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
0,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
0,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
1,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
0,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
0,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
1,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
0,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
0,So what do you guys do.
0,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
0,I told that am coming on wednesday.
0,"I didnt get ur full msg..sometext is missing, send it again"
0,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
0,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
0,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
0,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
0,Just wait till end of march when el nino gets himself. Oh.
0,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing."
0,Do ü noe if ben is going?
0,Id have to check but there's only like 1 bowls worth left
0,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
0,Go where n buy? Juz buy when we get there lar.
1,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50
0,"Haha awesome, be there in a minute"
0,"Yeah probably, I still gotta check out with leo"
0,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
0,No probably  &lt;#&gt; %.
1,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
0,Just seeing your missed call my dear brother. Do have a gr8 day.
0,They don't put that stuff on the roads to keep it from getting slippery over there?
0,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
0,K.k:)when are you going?
0,"Yeah, that's fine! It's £6 to get in, is that ok? "
0,Mmm so yummy babe ... Nice jolt to the suzy
0,Hey are you angry with me. Reply me dr.
0,Not from this campus. Are you in the library?
0," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! "
0,"Gosh that , what a pain. Spose I better come then."
0,Are u awake? Is there snow there?
0,Am going to take bath ill place the key in window:-)
0,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
1,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
0,Hey come online! Use msn... We are all there
1,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
0,I wont touch you with out your permission.
0,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
1,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
0,I think its far more than that but find out. Check google maps for a place from your dorm.
0,So ü pay first lar... Then when is da stock comin...
1,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
0,Nope... Juz off from work...
0,Convey my regards to him
0,Lol no. Just trying to make your day a little more interesting
0,I'm at work. Please call
0,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
0,Just taste fish curry :-P
0,"No, I was trying it all weekend ;V"
0,"Just arrived, see you in a couple days &lt;3"
0,Yeah I can still give you a ride
0,No no:)this is kallis home ground.amla home town is durban:)
0,I dunno they close oredi not... Ü v ma fan...
0,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish 
0,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
0,I like to think there's always the possibility of being in a pub later.
0,Okie
1,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
0,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
0,Din i tell u jus now 420
0,Thanks for understanding. I've been trying to tell sura that.
1,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
0,"Sorry, I'll call later"
0,Hi darlin did youPhone me? Im atHome if youwanna chat.
0,No. On the way home. So if not for the long dry spell the season would have been over
0,Ok then i will come to ur home after half an hour
0,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX."
0,The basket's gettin full so I might be by tonight
0,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
0,Den wat will e schedule b lk on sun?
1,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
0,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
0,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
0,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
0,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
0,You also didnt get na hi hi hi hi hi
0,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
0,I will vote for wherever my heart guides me
1,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
1,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
0,I love you both too :-)
1,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
1,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.
1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
0,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
0,Hi where you. You in home or calicut?
0,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
0,I'm in chennai velachery:)
0,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
0,"I'm back, lemme know when you're ready"
0,"Haha just kidding, papa needs drugs"
0,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
1,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
0,Yes..gauti and sehwag out of odi series.
0,Mm have some kanji dont eat anything heavy ok
0,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
0,We are both fine. Thanks
0,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
0,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
0,Meeting u is my work. . . Tel me when shall i do my work tomorrow
0,Lol u still feeling sick?
0,"They can try! They can get lost, in fact. Tee hee"
0,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
0,I donno its in your genes or something
0,Yup...
0,Yes. Nigh you cant aha.
0,Ü predict wat time ü'll finish buying?
0,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
1,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
0,O we cant see if we can join denis and mina? Or does denis want alone time
0,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
0,Will ü b going to esplanade fr home?
0,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
0,Lmao!nice 1
0,Or ill be a little closer like at the bus stop on the same street
1,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50"
